tweet,existence
U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change: The Obama administration has determined... http://nyti.ms/90PDbb,Y
U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change http://nyti.ms/c6fTQ6,Y
RT @iconicearth: Federal Climate Change Agency Being Formed http://bit.ly/9iXjWs #GreenParty,NA
:O fishery managers New Federal Climate Change Agency Forming,Y
RT @EcoInteractive: Global Warming May Warrant New Approaches To Ecosystem Restoration http://bit.ly/WarmingApproaches,Y
Federal Climate Change Agency Being Formed: A new federal agency charged with reporting on climate change is being... http://bit.ly/axZiKN,NA
#IT #Headlines New federal climate change agency proposed http://bit.ly/dCrWsV #USAToday,NA
I really think that conservatives DO get the global climate change thing. It's just that they'll never admit that they're wrong. Assholes.,Y
FOXNews: Administration Proposes New Agency to Study Climate Change: A new Climate Service agency will operate wit... http://bit.ly/9s7qTH,NA
@DavidCornDC That's why "Global warming" is another one of those phrases that should be eliminated. Purposely used to mislead now.,N
Administration Proposes New Agency to Study Climate Change http://fxn.ws/aSWxtn,NA
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,Y
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,Y
Obama admin starting agency to report on #climate change http://bit.ly/99EZ1A Facts to consider http://bit.ly/7c64Dh #energy #CO2,NA
SEC Guidance on #climate change posted to CCCL Regulation Tracker http://bit.ly/aZKkdL,Y
RT @guardianeco: From @grist: Tea Party supporters far less informed about climate change than general public http://bit.ly/cMovqD,Y
Kim Cranston: Climate Change Plus West Coast = Climatopia? http://bit.ly/9Y4jaI,Y
hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,Y
There might be something to this "global warming" jazz people are talking about @allesegretti,Y
peter m robinson YouTube - Thomas Sowell: Global Warming Manufactured by Intellectuals? ;),N
Economists & Climate Change: Consensus and Open Questions - http://bit.ly/9b9u4v,NA
Obama administration forming new agency on climate change http://tinyurl.com/yehhs9j,NA
Disclosing the real risks of climate change http://ff.im/-fBj8k,Y
"RT @BreakingNews: Obama administration forms Climate Service, a new  agency to study and report on global warming -AP",Y
"RT @BreakingNews: Obama administration forms Climate Service, a new agency to study and report on global warming || Waste more $$$ Obama.",N
@sugarfreeNJ Call Al Gore he will come help shovel u out from global warming,N
Plz #Digg & RT: King Coal & Big Ag Try to Outlaw Global Warming Through Reps http://bit.ly/cp0BGj ( #p2 #dnj #du1),NA
#Green SouthAm Response to Copenhagen:Peoples World Conf.Climate Change+Earth's Rights 19Apr'10 http://su.pr/1HSMF8 #America #brooklyn #NYC,Y
Gawker: Scientist's Sexxxy Novel Proves 'Climate Change' Is for Sex Pervs [Books]: Number of comments: 2Rajendra P... http://bit.ly/aRpoj9,NA
Any chance of some global warming?,N
I favorited a YouTube video -- Funny Politics - Global Disastrification (Global Warming Spoof) http://youtu.be/tUZRjHK8rQs?a,N
I love how the scientific community claims to know all by knowing nothing. Global warming and this autism vaccine garbage is more of this,N
What would all the beneficiaries of the global warming hype do if they find out that humans have little to do with the Earth's temp? #tcot,N
Scientist's Sexxxy Novel Proves 'Climate Change' Is for Sex Pervs [Books] http://bit.ly/9AODlg,N
RT @UN: UN defends conclusions of landmark climate change report: http://is.gd/7WkIo #UN #news,Y
UN defends conclusions of landmark climate change report: http://is.gd/7WkIo #UN #news,NA
"OSI ""leads the way"" in addressing poverty, open society, & climate change - Thanks @Slate! http://bit.ly/cBZlku",Y
"Protein might help fight global warming|DENTON, Texas, Feb. 8 (UPI) -- University of North Texas scientists say .. http://oohja.com/x6CYD",Y
Yachtsmen's marine paradise hit by global warming|The yachtsman's wildlife ocean paradise of the Galapagos .. http://oohja.com/x6CPN,Y
Arctic climate changing fast: Climate change is transforming the Arctic environment faster than expected and accel... http://bit.ly/ckRjPW,Y
"George Perkins: Clean Energy Jobs Act vital to reduce global warming, create jobs, cut pollution|Dear Editor: I .. http://oohja.com/x6CG5",Y
"UN Climate Change Plan to Shift Industy, wealth globally? ;) fox news",NA
http://bit.ly/10NrOO Climate Change Media Partnership 2009 ' Green energy strategy to ... http://bit.ly/9Yl9Az,Y
Economic and Social Consequences of Global Warming  health hazards ;O,Y
"After blizzard, Mid-Atlantic states targeted for several more inches of global warming. http://usat.me?37459708 #tcot #teaparty #gop",Y
Via Kevin Drum: Climate Change and its Discontents: I haven't been following in detail the various recent d... http://bit.ly/90qfGw ( #p2 ),NA
#news Climate - Feb 8: - U.S. Defense Review Serious About Climate Change- Climate Science Under Fire- Burning the bios http://url4.eu/1L6em,NA
"Climate Change is Forcing Arctic Changes Faster than Expected: To be more specific, it causing changes in the Arct... http://bit.ly/99EpGQ",Y
Bad Science Bad Politics http://bit.ly/ackZ8J The Death o Global Warming,N
RT @uncajoe: uncajoe: PLZ RT @stone_circle What the Media Has Done To The Global Warming Debate: ... http://bit.ly/bmlApf ( #p2 #du1 #pgn ),NA
Looks like Audi is co-signing this Global Warming conspiracy... http://myloc.me/3BsUP,N
"Audi's ""green police"" spot just scared the more paranoid, global-warming-isn't-real people of America.",Y
Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/bLcqDu,Y
Brits start to doubt global warming: http://bit.ly/cEMysp via @addthis,N
David Gershon: Empowering a Climate Change Movement -- Part 3: Instead of Cursing the Dark Light a Candle http://bit.ly/duIycM,Y
RT @yidwithlid: The IPCC's Latest Climate Change Blunder...To Boldly Go Where No Stupidity Has Gone Before. http://tinyurl.com/yhsp6tv #climategate  #nobama,N
RT @Lib_Berated: EPA can't finish their report on Global Warming because it was there is too much snow to go to work.,N
"RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty",N
Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/c9fUuL,Y
Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/chotVm,Y
Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs: When Congress cre... http://bit.ly/cmw6eM,Y
"@jbg7474 Further, it's not 2 scientists disagreeing. The *vast* majority of scientists accepts the reality of climate change.",Y
Australian drought linked to climate change; more snow in E Antarctica = less rain in Oz http://bit.ly/coZ3qJ #350ppm #climate,Y
Public loses faith in climate change science after leaked emails scandal - The Guardian http://bit.ly/cG3Tmp,NA
Monroerising.com: Washington DC has record winter: RFK 15 Months ago predicted because of Global Warming there wil... http://bit.ly/9KgtMi,Y
Public loses faith in climate change science after leaked emails scandal - The Guardian: Times OnlinePublic loses ... http://bit.ly/bpz0Rj,N
MORE SNOW- WEDNESDAY- get your global warming- get it now!,Y
It May Not Be Global Warming but ... @ http://aclnk.com/ar2633313,Y
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu via @addthis",N
"Hoax Fraudster RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu",NA
Olympics organisers desperate for climate change http://bit.ly/a295w8,Y
Olympics organisers desperate for climate change http://bit.ly/a295w8,NA
"@jbg7474 The ""global warming movement"" doesn't require ""credibility""; it's based on science. Denials are not, and lack same weight. #p2",Y
Olympics organisers desperate for climate change http://url4.eu/1KvGP,NA
Olympics organisers desperate for climate change http://url4.eu/1KvGL,Y
Olympics organisers desperate for climate change http://bit.ly/bfn2bA,Y
Olympics organisers desperate for climate change http://bit.ly/bfn2bA,Y
RT @RayBeckerman: California's global-warming law Under Attack http://54i05.tk  [Age of Very Stupid],NA
California's global-warming law Under Attack http://54i05.tk,Y
The great global warming collapse ' The Globe and Mail http://ff.im/-fyi0U,Y
It Seems The Global Warming Hoax Is Starting To Sink In.  What Will Th,N
"global warming prolly real in New York, but big scam in DC",N
"Bahuguna says country will face problems due to global warming|Pune, Feb 7 : Eminent social worker Sundarlal .. http://oohja.com/x6zS5",Y
"I'm sick of hearing global warming crap, it's a natural thing! if we didn't exist it'd happen anyway!",N
"The global warming movement as we have known it is dead,' : http://theridgewoodblog.blogspot.com/",N
:P http://bit.ly/bgxiU6 stop global warming The great global warming collapse,Y
Review panel clears researchers in 'Climategate' controversy|(MCT) - Climate-change researchers accused of .. http://oohja.com/xaWMF,NA
"In the UK, only 1 in 4 believe climate change is happening and is caused mostly by human activity: http://bit.ly/aCXjzQ",NA
Global warming phenomenon -Climate plays a far more important role in economic development:Vohra http://bit.ly/a3ZFHs,Y
"In Part Of Our Contribution To Reduce Global Warming, Shall We Ban The http://bit.ly/c9P8qU",Y
"RT @earthinstitute: State of the Planet 2010 Conference: Connecting Voices Globally to Meet the Challenges of Climate Change, Poverty... http://bit.ly/cYM4gC",Y
"THIS JUST OUT, OBAMA BLAMES G. BUSH FOR BLIZZARD IN WASHINGTON, SAYS THE SNOW WAS PART OF HIS FAILED POLICIES ON GLOBAL WARMING",NA
RT @alancolmes: Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/aLu2oC,N
California's global-warming law Under Attack http://54i05.tk EnvNewsNet,NA
California's global-warming law Under Attack: Republican politicians and conservative activists are launching a ba... http://bit.ly/bmiGzP,Y
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://bit.ly/bQUx9D #breaking",NA
How's that Global Warming treating you? Anyone seen Al Gore? photo shows  record-breaking snow in Maryland  http://bit.ly/9HvBld,N
"Global warming is man-made, top UN official reaffirms: UNITED NATIONS, Jan 7 (APP): The great weight of science st... http://bit.ly/aENnqw",Y
Delusional Leftist Olympic Organisers desperate for climate change: http://bit.ly/b5oFoH #It's no surprise NBC outbid everyone for Olympics,N
RT @AmericaBlog: British Conservatives move away from climate change as election nears http://bit.ly/9UqN5F #p2,N
Horner challenges climate change data|Much of current global warming theory is based on distortions of scientific .. http://oohja.com/x6yJi,N
. al gore  BBC: Only 1-in-4 believe in man-made global warming - Daily Mail,NA
Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz,Y
"Despite the sceptics, climate change must remain a priority: http://bit.ly/bGwsVu (via @EcoSteward)",Y
@peterdaou Who are the 'political elites'? Editors of the Times shilling for Bush on Iraqi WMD? Members of Congress denying climate change?,Y
UN climate scientist defends report: 6 (UPI) ' A United Nations scientist struck back at climate change critics Sa... http://bit.ly/9iELfk,Y
@SergeGraystone How does Caprica deal with Global Warming?,NA
"Climate Change and Activists Won't Delay, But United Nations Will http://trim.li/nk/1JjY via @WiretapMagazine",NA
RT @JosephAGallant: Global Warming Activist Freezes to Death in Antarctica http://tinyurl.com/gf3ud #tcot,NA
Global warming is suspended due to the cold weather...,N
Olympic Organizers desperate for climate change... http://bit.ly/acZSeo #breaking,Y
"Varanasi holds fire ritual to prevent global warming|By Girish Dubey, Varanasi, Feb.6 : A large number of .. http://oohja.com/x6xrM",Y
("Censored News") Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz,Y
"Is global warming a plot? Mm, nah|I just love conspiracy theories. And so, apparently, does Rep. Mike Noel. The .. http://oohja.com/x6xeX",N
"FOR ALL YOU LOSERS THAT INVESTED IN AL GORE'S GLOBAL WARMING SCAM, I THINK ITS TIME TO KICK HIS ASS AND GET YOUR MONEY BACK.",N
From The New Album Mama Roots Global Warming http://www.youtube.com/watch?v=LA9YIpKauoI,NA
Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ,Y
"House of Peers -- By: Mark Steyn: As Jonah and I have written here previously, ""climate change"" is not only a scie... http://bit.ly/b0pzHR",Y
Tell Toyota COO to Put the Brakes on Climate Change & the US Chamber http://bit.ly/aosRBN (Youth Climate Mvmt),NA
